pid;size;color;brand;rrp;mainCategory;category;subCategory;stock;releaseDate
19328;M;blau;Nike;368.23;1;2;3;1;2017-10-01
19328;M;blau;Nike;368.23;1;2;3;1;2017-10-01
19328;M;blau;Nike;368.23;1;2;3;1;2017-10-01
19331;L;schwarz;Nike;50.73;15;33;32;1;2017-10-01
19331;M;schwarz;Nike;50.73;15;33;32;2;2017-10-01
19331;S;schwarz;Nike;50.73;15;33;32;1;2017-10-01
19331;XL;schwarz;Nike;50.73;15;33;32;1;2017-10-01
19332;S;schwarz;PUMA;253.93;1;2;3;2;2017-11-20
19332;M;schwarz;PUMA;253.93;1;2;3;9;2017-11-20
19332;M;schwarz;PUMA;253.93;1;2;3;7;2017-11-20
19332;M;schwarz;PUMA;253.93;1;2;3;6;2017-11-20
19337;M;weiss;adidas;419.03;1;2;3;1;2017-10-01
19337;XXL;weiss;adidas;419.03;1;2;3;1;2017-10-01
19338;L;blau;adidas;95.18;1;7;31;1;2017-10-01
19338;XL;blau;adidas;95.18;1;7;31;1;2017-10-01
19348;M;blau;Jordan;57.08;9;10;42;1;2017-10-01
19349;M;schwarz;Nike;177.73;1;7;20;7;2017-10-01
19349;S;schwarz;Nike;177.73;1;7;20;5;2017-10-01
19350;XL;blau;Jako;18.98;1;7;8;1;2017-10-01
19351;XXL;schwarz;Nike;126.93;1;7;20;1;2017-10-01
19351;L;schwarz;Nike;126.93;1;7;20;1;2017-10-01
19351;M;schwarz;Nike;126.93;1;7;20;1;2017-10-01
19351;S;schwarz;Nike;126.93;1;7;20;1;2017-10-01
19351;XL;schwarz;Nike;126.93;1;7;20;1;2017-10-01
19353;M;weiss;adidas;25.33;15;16;32;1;2017-11-16
19353;L;weiss;adidas;25.33;15;16;23;2;2017-11-16
19353;XL;weiss;adidas;25.33;15;16;25;4;2017-11-16
19354;XXL;blau;adidas;44.38;15;33;32;2;2017-10-01
19354;L;blau;adidas;44.38;15;33;25;3;2017-10-01
19354;M;blau;adidas;44.38;15;33;32;1;2017-10-01
19354;XL;blau;adidas;44.38;15;33;25;3;2017-10-01
19366;M;grau;Sport2000;69.78;9;10;22;1;2017-10-19
19368;L;gelb;Nike;82.48;1;7;21;4;2017-10-01
19368;M;gelb;Nike;82.48;1;7;21;1;2017-10-01
19375;XS;weiss;adidas;76.13;1;37;6;1;2017-10-01
19377;XL;blau;Jako;12.63;1;7;25;1;2017-10-01
19378;M;gruen;Nike;101.53;1;7;31;2;2017-11-21
19380;S;grau;Nike;158.68;9;18;32;1;2017-10-01
19380;S;grau;Nike;158.68;9;18;32;1;2017-10-01
19380;M;grau;Nike;158.68;9;18;32;2;2017-10-01
19380;M;grau;Nike;158.68;9;18;32;2;2017-10-01
19380;M;grau;Nike;158.68;9;18;32;1;2017-10-01
19381;M;blau;adidas;12.63;1;7;43;1;2018-01-17
19381;XL;blau;adidas;12.63;1;7;43;10;2018-01-17
19385;L;rot;Nike;25.33;1;7;8;4;2017-10-01
19385;M;rot;Nike;25.33;1;7;8;9;2017-10-01
19385;S;rot;Nike;25.33;1;7;8;2;2017-10-01
19385;XL;rot;Nike;25.33;1;7;8;1;2017-10-01
19393;L;pink;Nike;63.43;9;10;14;1;2017-10-01
19396;L;grau;Nike;82.48;9;10;14;2;2017-12-15
19396;M;grau;Nike;82.48;9;10;14;2;2017-12-15
19398;M;blau;adidas;63.43;1;7;16;1;2017-11-02
19401;L;rot;Hummel;18.98;1;7;8;1;2017-10-01
19405;XS;rosa;adidas;50.73;9;18;38;1;2017-12-12
19405;S;rosa;adidas;50.73;9;18;38;2;2017-12-12
19405;M;rosa;adidas;50.73;9;18;38;1;2017-12-12
19414;M;schwarz;Nike;31.68;1;7;8;1;2017-10-01
19414;XL;schwarz;Nike;31.68;1;7;8;1;2017-10-01
19417;L;rot;adidas;35.49;1;7;23;1;2017-11-08
19417;XL;rot;adidas;35.49;1;7;23;1;2017-11-08
19419;L;rot;PUMA;50.73;1;7;14;1;2017-10-01
19422;S;blau;Nike;114.23;1;2;6;1;2017-10-01
19422;M;blau;Nike;114.23;1;2;6;1;2017-10-01
19422;M;blau;Nike;114.23;1;2;6;1;2017-10-01
19423;L;schwarz;Nike;38.03;9;10;25;1;2017-10-01
19423;M;schwarz;Nike;38.03;9;10;25;1;2017-10-01
19425;S;grau;Nike;126.93;9;10;22;1;2017-10-01
19427;M;grau;Converse;95.18;9;10;22;1;2017-10-01
19432;M;schwarz;adidas;177.73;1;7;26;1;2017-10-01
19432;S;schwarz;adidas;177.73;1;7;26;1;2017-10-01
19432;XL;schwarz;adidas;177.73;1;7;26;3;2017-10-01
19434;XL;schwarz;Nike;38.03;9;10;25;1;2017-10-01
19439;L;weiss;Nike;25.33;1;7;25;3;2017-10-01
19439;M;weiss;Nike;25.33;1;7;25;1;2017-10-01
19439;XL;weiss;Nike;25.33;1;7;25;6;2017-10-01
19441;L;blau;Uhlsport;31.68;15;16;23;1;2017-10-01
19441;M;blau;Uhlsport;31.68;15;16;32;1;2017-10-01
19443;XS;blau;Nike;222.18;1;37;3;1;2017-10-01
19444;M;schwarz;adidas;95.18;1;7;31;1;2017-10-01
19444;L;schwarz;adidas;95.18;1;7;31;2;2017-10-01
19449;M;gelb;Nike;222.18;1;2;5;1;2017-10-01
19450;L;grau;Nike;57.08;9;10;35;5;2017-10-01
19450;M;grau;Nike;57.08;9;10;35;4;2017-10-01
19450;XL;grau;Nike;57.08;9;10;35;1;2017-10-01
19456;XXL;gelb;Nike;38.03;1;7;21;1;2017-10-01
19456;L;gelb;Nike;38.03;1;7;21;2;2017-10-01
19456;M;gelb;Nike;38.03;1;7;21;1;2017-10-01
19456;XL;gelb;Nike;38.03;1;7;21;2;2017-10-01
19459;L;gruen;adidas;22.79;1;7;21;7;2017-10-01
19459;M;gruen;adidas;22.79;1;7;21;9;2017-10-01
19459;S;gruen;adidas;22.79;1;7;21;8;2017-10-01
19459;XL;gruen;adidas;22.79;1;7;21;7;2017-10-01
19460;L;rot;Nike;76.13;9;10;22;1;2017-10-01
19460;XL;rot;Nike;76.13;9;10;22;1;2017-10-01
19461;M;blau;adidas;228.53;1;2;6;1;2017-10-01
19461;M;blau;adidas;228.53;1;2;6;1;2017-10-01
19466;L;schwarz;adidas;139.63;9;18;32;1;2017-10-13
19468;XS;schwarz;adidas;152.33;1;37;3;1;2017-10-01
19468;M;schwarz;adidas;152.33;1;37;3;1;2017-10-01
19468;XS;schwarz;adidas;152.33;1;37;3;1;2017-10-01
19468;L;schwarz;adidas;152.33;1;37;3;1;2017-10-01
19470;S;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;S;schwarz;adidas;114.23;1;2;39;2;2017-11-15
19470;S;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;M;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;M;schwarz;adidas;114.23;1;2;39;3;2017-11-15
19470;M;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;M;schwarz;adidas;114.23;1;2;39;3;2017-11-15
19470;L;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;L;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19470;XL;schwarz;adidas;114.23;1;2;39;1;2017-11-15
19472;S;schwarz;New Balance;253.93;1;2;3;1;2017-10-01
19472;M;schwarz;New Balance;253.93;1;2;3;1;2017-10-01
19473;M;weiss;PUMA;10.09;1;7;13;1;2017-11-20
19473;L;weiss;PUMA;10.09;1;7;13;2;2017-11-20
19474;M;blau;adidas;101.53;1;2;5;2;2017-10-01
19474;XL;blau;adidas;101.53;1;2;5;1;2017-10-01
19478;L;blau;Nike;63.43;1;7;22;1;2017-10-01
19478;XL;blau;Nike;63.43;1;7;22;1;2017-10-01
19479;XS;rot;adidas;114.23;1;7;31;1;2017-10-01
19479;S;rot;adidas;114.23;1;7;31;1;2017-10-01
19479;M;rot;adidas;114.23;1;7;31;1;2017-10-01
19481;XL;weiss;Jako;35.49;1;7;14;1;2017-10-01
19483;XL;grau;Nike;69.78;9;10;22;1;2017-10-01
19485;M;weiss;Nike;120.58;9;36;32;2;2017-10-01
19486;M;blau;PUMA;25.33;1;7;21;1;2017-10-01
19486;L;blau;PUMA;25.33;1;7;21;1;2017-10-01
19494;XL;schwarz;Nike;12.63;1;7;11;1;2017-10-01
19495;M;blau;PUMA;101.53;1;2;5;1;2017-10-01
19498;XXL;schwarz;Nike;25.33;1;7;25;1;2017-11-21
19498;L;schwarz;Nike;25.33;1;7;25;2;2017-11-21
19498;M;schwarz;Nike;25.33;1;7;25;13;2017-11-21
19498;S;schwarz;Nike;25.33;1;7;25;1;2017-11-21
19498;XL;schwarz;Nike;25.33;1;7;25;1;2017-11-21
19499;L;blau;Nike;18.98;1;7;13;2;2017-10-01
19499;M;blau;Nike;18.98;1;7;13;1;2017-10-01
19502;M;schwarz;Nike;177.73;9;18;32;1;2017-10-01
19502;M;schwarz;Nike;177.73;9;18;32;1;2017-10-01
19502;L;schwarz;Nike;177.73;9;18;32;1;2017-10-01
19502;L;schwarz;Nike;177.73;9;18;32;1;2017-10-01
19503;L;weiss;Uhlsport;11.36;1;7;13;1;2017-10-01
19504;L;blau;adidas;50.73;1;7;22;1;2017-10-30
19505;XXL;schwarz;Nike;63.43;1;7;14;1;2017-10-01
19505;L;schwarz;Nike;63.43;1;7;14;41;2017-10-01
19505;M;schwarz;Nike;63.43;1;7;14;10;2017-10-01
19505;S;schwarz;Nike;63.43;1;7;14;7;2017-10-01
19505;XL;schwarz;Nike;63.43;1;7;14;3;2017-10-01
19506;L;schwarz;Nike;20.25;1;7;8;19;2017-10-01
19506;M;schwarz;Nike;20.25;1;7;8;6;2017-10-01
19506;S;schwarz;Nike;20.25;1;7;8;11;2017-10-01
19506;XL;schwarz;Nike;20.25;1;7;8;25;2017-10-01
19506;XS;schwarz;Nike;20.25;1;7;8;3;2017-10-01
19507;L;pink;adidas;69.78;1;7;40;1;2017-10-01
19508;XL;weiss;adidas;50.73;9;10;14;1;2017-10-01
19512;M;orange;Nike;48.19;9;10;25;1;2017-10-01
19512;S;orange;Nike;48.19;9;10;25;1;2017-10-01
19515;M;gelb;adidas;44.38;1;7;28;1;2017-10-01
19517;M;silber;adidas;15.17;1;2;27;1;2017-10-01
19526;S;schwarz;Converse;38.03;9;10;25;1;2017-10-01
19527;XXL;blau;PUMA;31.68;1;7;25;1;2017-10-01
19527;L;blau;PUMA;31.68;1;7;25;1;2017-10-01
19527;M;blau;PUMA;31.68;1;7;25;1;2017-10-01
19527;S;blau;PUMA;31.68;1;7;25;2;2017-10-01
19527;XL;blau;PUMA;31.68;1;7;25;1;2017-10-01
19529;L;schwarz;adidas;69.78;1;7;40;2;2017-10-01
19529;M;schwarz;adidas;69.78;1;7;40;1;2017-10-01
19533;M;schwarz;PUMA;10.09;9;10;11;1;2017-10-01
19533;L;schwarz;PUMA;10.09;9;10;11;2;2017-10-01
19534;XL;schwarz;Jako;114.23;1;7;22;1;2017-10-01
19535;XS;grau;Nike;88.83;1;37;39;1;2017-10-01
19535;XS;grau;Nike;88.83;1;37;39;1;2017-10-01
19536;XXL;schwarz;PUMA;57.08;1;7;22;1;2017-10-01
19537;XXL;lila;PUMA;44.38;15;33;32;2;2017-10-01
19537;M;lila;PUMA;44.38;15;33;25;1;2017-10-01
19537;S;lila;PUMA;44.38;15;33;32;3;2017-10-01
19539;S;gelb;PUMA;253.93;1;2;3;1;2017-12-20
19539;M;gelb;PUMA;253.93;1;2;3;5;2017-12-20
19539;M;gelb;PUMA;253.93;1;2;3;1;2017-12-20
19539;M;gelb;PUMA;253.93;1;2;3;5;2017-12-20
19539;XL;gelb;PUMA;253.93;1;2;3;1;2017-12-20
19540;M;schwarz;Nike;114.23;9;18;32;1;2017-10-01
19543;M;gruen;adidas;380.93;1;2;3;1;2017-10-01
19547;XXL;pink;adidas;63.43;1;7;40;1;2017-10-01
19547;M;pink;adidas;63.43;1;7;40;2;2017-10-01
19552;M;grau;adidas;126.93;9;18;32;1;2017-10-01
19556;L;rot;PUMA;44.38;15;33;32;1;2017-12-22
19556;M;rot;PUMA;44.38;15;33;11;2;2017-12-22
19559;S;rot;Hummel;25.33;1;7;21;1;2017-10-01
19561;L;blau;Nike;304.73;1;2;3;1;2017-10-01
19562;M;schwarz;Nike;31.68;15;24;32;1;2017-12-14
19563;M;schwarz;Nike;44.38;9;10;42;1;2017-10-01
19563;S;schwarz;Nike;44.38;9;10;42;1;2017-10-01
19569;L;schwarz;adidas;82.48;9;10;35;1;2017-10-01
19569;XL;schwarz;adidas;82.48;9;10;35;1;2017-10-01
19570;XL;schwarz;PUMA;31.68;1;7;25;1;2017-10-01
19576;S;grau;Nike;234.88;9;10;22;1;2017-10-01
19576;XL;grau;Nike;234.88;9;10;22;1;2017-10-01
19577;S;rot;Nike;145.98;9;10;22;1;2017-10-01
19579;S;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;S;blau;Nike;279.33;1;2;3;2;2017-10-01
19579;S;blau;Nike;279.33;1;2;3;2;2017-10-01
19579;S;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;M;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;M;blau;Nike;279.33;1;2;3;3;2017-10-01
19579;M;blau;Nike;279.33;1;2;3;4;2017-10-01
19579;M;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;M;blau;Nike;279.33;1;2;3;9;2017-10-01
19579;L;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;L;blau;Nike;279.33;1;2;3;7;2017-10-01
19579;XL;blau;Nike;279.33;1;2;3;1;2017-10-01
19579;XXL;blau;Nike;279.33;1;2;3;3;2017-10-01
19580;L;schwarz;Erima;12.63;1;7;13;12;2017-10-01
19581;M;rot;Nike;44.38;1;7;20;1;2017-10-01
19581;XL;rot;Nike;44.38;1;7;20;1;2017-10-01
19582;XXL;blau;PUMA;114.23;1;7;26;1;2017-10-01
19582;L;blau;PUMA;114.23;1;7;26;2;2017-10-01
19582;XL;blau;PUMA;114.23;1;7;26;1;2017-10-01
19584;S;rosa;Reebok;114.23;9;36;32;1;2017-10-01
19584;XS;rosa;Reebok;114.23;9;36;32;1;2017-10-01
19587;XXL;schwarz;Nike;29.14;1;7;21;1;2017-11-22
19587;L;schwarz;Nike;29.14;1;7;21;2;2017-11-22
19587;M;schwarz;Nike;29.14;1;7;21;6;2017-11-22
19587;S;schwarz;Nike;29.14;1;7;21;17;2017-11-22
19587;XL;schwarz;Nike;29.14;1;7;21;1;2017-11-22
19588;L;schwarz;adidas;44.38;1;7;16;1;2017-10-01
19588;M;schwarz;adidas;44.38;1;7;16;1;2017-10-01
19588;S;schwarz;adidas;44.38;1;7;16;3;2017-10-01
19588;XL;schwarz;adidas;44.38;1;7;16;2;2017-10-01
19589;L;weiss;PUMA;10.09;9;10;11;1;2017-10-01
19591;XXL;schwarz;adidas;50.73;1;7;14;4;2017-10-27
19591;L;schwarz;adidas;50.73;1;7;14;4;2017-10-27
19591;M;schwarz;adidas;50.73;1;7;14;21;2017-10-27
19591;S;schwarz;adidas;50.73;1;7;14;7;2017-10-27
19591;XL;schwarz;adidas;50.73;1;7;14;5;2017-10-27
19591;XS;schwarz;adidas;50.73;1;7;14;3;2017-10-27
19592;L;schwarz;Erima;41.84;1;7;16;3;2017-10-01
19594;XXL;schwarz;adidas;38.03;1;7;21;1;2017-10-01
19594;L;schwarz;adidas;38.03;1;7;21;1;2017-10-01
19594;M;schwarz;adidas;38.03;1;7;21;1;2017-10-01
19594;XL;schwarz;adidas;38.03;1;7;21;1;2017-10-01
19594;XS;schwarz;adidas;38.03;1;7;21;1;2017-10-01
19597;L;weiss;Nike;44.38;1;7;22;1;2017-11-23
19597;M;weiss;Nike;44.38;1;7;22;1;2017-11-23
19597;XL;weiss;Nike;44.38;1;7;22;1;2017-11-23
19600;XL;schwarz;Nike;50.73;9;10;35;1;2017-10-01
19601;M;schwarz;Nike;165.03;1;2;3;2;2017-10-01
19601;M;schwarz;Nike;165.03;1;2;3;1;2017-10-01
19601;M;schwarz;Nike;165.03;1;2;3;2;2017-10-01
19601;M;schwarz;Nike;165.03;1;2;3;7;2017-10-01
19601;M;schwarz;Nike;165.03;1;2;3;1;2017-10-01
19601;L;schwarz;Nike;165.03;1;2;3;2;2017-10-01
19611;L;gruen;Jako;44.38;1;7;14;1;2017-10-01
19613;S;schwarz;Nike;95.18;1;2;6;1;2017-10-01
19613;S;schwarz;Nike;95.18;1;2;6;1;2017-10-01
19613;S;schwarz;Nike;95.18;1;2;6;2;2017-10-01
19613;M;schwarz;Nike;95.18;1;2;6;2;2017-10-01
19615;L;gold;Nike;18.98;1;7;13;14;2017-10-01
19615;M;gold;Nike;18.98;1;7;13;1;2017-10-01
19615;S;gold;Nike;18.98;1;7;13;1;2017-10-01
19615;XL;gold;Nike;18.98;1;7;13;1;2017-10-01
19615;XS;gold;Nike;18.98;1;7;13;1;2017-10-01
19616;L;schwarz;adidas;31.68;1;7;11;5;2018-01-17
19621;M;blau;adidas;165.03;1;2;5;1;2017-10-01
19622;M;schwarz;adidas;139.63;9;18;32;1;2017-10-01
19622;M;schwarz;adidas;139.63;9;18;32;1;2017-10-01
19626;L;schwarz;Sport2000;69.78;9;10;22;1;2017-10-13
19626;M;schwarz;Sport2000;69.78;9;10;22;1;2017-10-13
19629;L;blau;Nike;25.33;1;7;21;1;2017-10-01
19629;M;blau;Nike;25.33;1;7;21;1;2017-10-01
19629;S;blau;Nike;25.33;1;7;21;1;2017-10-01
19630;S;weiss;Nike;152.33;9;18;32;2;2017-10-01
19630;M;weiss;Nike;152.33;9;18;32;2;2017-10-01
19630;M;weiss;Nike;152.33;9;18;32;1;2017-10-01
19630;M;weiss;Nike;152.33;9;18;32;1;2017-10-01
19631;L;rot;PUMA;38.03;15;33;32;1;2017-12-21
19635;S;rot;Nike;114.23;1;2;3;2;2017-10-01
19635;S;rot;Nike;114.23;1;2;3;5;2017-10-01
19635;S;rot;Nike;114.23;1;2;3;2;2017-10-01
19635;S;rot;Nike;114.23;1;2;3;1;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;2;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;1;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;5;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;3;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;1;2017-10-01
19635;M;rot;Nike;114.23;1;2;3;1;2017-10-01
19635;L;rot;Nike;114.23;1;2;3;1;2017-10-01
19635;XL;rot;Nike;114.23;1;2;3;3;2017-10-01
19638;S;weiss;Jordan;139.63;9;18;32;1;2017-10-01
19638;M;weiss;Jordan;139.63;9;18;32;1;2017-10-01
19638;M;weiss;Jordan;139.63;9;18;32;3;2017-10-01
19638;M;weiss;Jordan;139.63;9;18;32;1;2017-10-01
19638;M;weiss;Jordan;139.63;9;18;32;2;2017-10-01
19638;L;weiss;Jordan;139.63;9;18;32;2;2017-10-01
19638;L;weiss;Jordan;139.63;9;18;32;1;2017-10-01
19639;S;schwarz;Nike;158.68;9;18;32;2;2017-10-01
19639;S;schwarz;Nike;158.68;9;18;32;1;2017-10-01
19639;M;schwarz;Nike;158.68;9;18;32;3;2017-10-01
19639;M;schwarz;Nike;158.68;9;18;32;4;2017-10-01
19639;M;schwarz;Nike;158.68;9;18;32;1;2017-10-01
19640;M;rot;adidas;152.33;1;2;5;1;2017-10-01
19643;M;blau;Jordan;57.08;9;10;42;1;2017-10-01
19645;M;gelb;adidas;63.43;1;7;40;2;2017-10-01
19648;M;weiss;adidas;114.23;9;18;32;3;2017-10-01
19648;M;weiss;adidas;114.23;9;18;32;1;2017-10-01
19648;M;weiss;adidas;114.23;9;18;32;2;2017-10-01
19648;M;weiss;adidas;114.23;9;18;32;1;2017-10-01
19648;L;weiss;adidas;114.23;9;18;32;2;2017-10-01
19648;L;weiss;adidas;114.23;9;18;32;1;2017-10-01
19649;XXL;blau;Nike;50.73;1;7;22;1;2017-11-21
19649;M;blau;Nike;50.73;1;7;22;5;2017-11-21
19649;S;blau;Nike;50.73;1;7;22;1;2017-11-21
19649;XL;blau;Nike;50.73;1;7;22;1;2017-11-21
19652;L;schwarz;Uhlsport;38.03;1;7;16;4;2017-10-01
19652;M;schwarz;Uhlsport;38.03;1;7;16;5;2017-10-01
19653;L;schwarz;adidas;22.79;1;7;21;16;2017-10-24
19653;M;schwarz;adidas;22.79;1;7;21;7;2017-10-24
19653;S;schwarz;adidas;22.79;1;7;21;5;2017-10-24
19653;XL;schwarz;adidas;22.79;1;7;21;2;2017-10-24
19658;L;schwarz;Uhlsport;44.38;1;7;17;1;2017-10-01
19658;XL;schwarz;Uhlsport;44.38;1;7;17;1;2017-10-01
19659;L;blau;Jako;38.03;1;7;16;1;2017-10-01
19659;M;blau;Jako;38.03;1;7;16;1;2017-10-01
19661;L;grau;Nike;57.08;15;33;35;6;2017-10-01
19661;M;grau;Nike;57.08;15;33;32;2;2017-10-01
19661;S;grau;Nike;57.08;15;33;38;2;2017-10-01
19661;XL;grau;Nike;57.08;15;33;32;2;2017-10-01
19662;L;schwarz;Nike;101.53;9;10;14;2;2017-10-01
19662;M;schwarz;Nike;101.53;9;10;14;1;2017-10-01
19662;XL;schwarz;Nike;101.53;9;10;14;1;2017-10-01
19666;S;rot;Nike;292.03;1;2;39;2;2017-10-01
19666;M;rot;Nike;292.03;1;2;39;2;2017-10-01
19666;M;rot;Nike;292.03;1;2;39;1;2017-10-01
19666;M;rot;Nike;292.03;1;2;39;1;2017-10-01
19666;M;rot;Nike;292.03;1;2;39;1;2017-10-01
19666;XXL;rot;Nike;292.03;1;2;39;1;2017-10-01
19668;L;schwarz;Nike;31.68;1;7;16;28;2017-10-01
19668;M;schwarz;Nike;31.68;1;7;16;3;2017-10-01
19668;S;schwarz;Nike;31.68;1;7;16;4;2017-10-01
19668;XL;schwarz;Nike;31.68;1;7;16;24;2017-10-01
19668;XS;schwarz;Nike;31.68;1;7;16;2;2017-10-01
19670;XL;rot;Hummel;38.03;1;7;21;1;2017-10-01
19671;S;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19671;S;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19671;S;schwarz;adidas;190.43;1;2;3;3;2017-10-01
19671;M;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19671;M;schwarz;adidas;190.43;1;2;3;5;2017-10-01
19671;M;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19671;M;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19671;M;schwarz;adidas;190.43;1;2;3;6;2017-10-01
19671;L;schwarz;adidas;190.43;1;2;3;5;2017-10-01
19671;XL;schwarz;adidas;190.43;1;2;3;3;2017-10-01
19671;XXL;schwarz;adidas;190.43;1;2;3;3;2017-10-01
19671;XXL;schwarz;adidas;190.43;1;2;3;1;2017-10-01
19676;XL;blau;Jako;35.49;1;7;16;1;2017-10-01
19678;XXL;rot;Nike;22.79;1;7;8;5;2017-10-01
19678;L;rot;Nike;22.79;1;7;8;3;2017-10-01
19678;M;rot;Nike;22.79;1;7;8;8;2017-10-01
19678;S;rot;Nike;22.79;1;7;8;7;2017-10-01
19678;XL;rot;Nike;22.79;1;7;8;18;2017-10-01
19682;S;schwarz;Nike;88.83;1;2;5;1;2017-10-01
19682;S;schwarz;Nike;88.83;1;2;5;1;2017-10-01
19682;M;schwarz;Nike;88.83;1;2;5;2;2017-10-01
19682;M;schwarz;Nike;88.83;1;2;5;1;2017-10-01
19682;M;schwarz;Nike;88.83;1;2;5;2;2017-10-01
19682;M;schwarz;Nike;88.83;1;2;5;1;2017-10-01
19685;L;rot;PUMA;57.08;1;7;20;1;2017-10-01
19685;M;rot;PUMA;57.08;1;7;20;1;2017-10-01
19688;L;weiss;adidas;165.03;1;2;3;1;2017-10-01
19690;M;gruen;Jako;50.73;1;7;14;1;2017-10-01
19693;M;schwarz;adidas;126.93;9;10;22;1;2017-10-01
19695;L;weiss;Nike;25.33;9;10;11;18;2017-10-01
19695;M;weiss;Nike;25.33;9;10;11;7;2017-10-01
19696;XS;schwarz;adidas;126.93;9;18;32;1;2017-10-01
19696;XS;schwarz;adidas;126.93;9;18;32;1;2017-10-01
19696;M;schwarz;adidas;126.93;9;18;32;1;2017-10-01
19696;L;schwarz;adidas;126.93;9;18;32;2;2017-10-01
19696;L;schwarz;adidas;126.93;9;18;32;1;2017-10-01
19698;L;schwarz;adidas;63.43;1;7;14;3;2017-10-01
19703;L;schwarz;Jako;38.03;1;7;17;1;2017-10-01
19703;S;schwarz;Jako;38.03;1;7;17;1;2017-10-01
19703;XL;schwarz;Jako;38.03;1;7;17;1;2017-10-01
19704;M;gelb;adidas;50.73;1;37;3;2;2017-10-01
19704;L;gelb;adidas;50.73;1;37;3;2;2017-10-01
19706;XL;schwarz;PUMA;317.43;1;2;3;1;2017-10-01
19709;XL;gelb;adidas;126.93;1;2;4;1;2017-10-01
19710;XS;schwarz;Erima;35.49;1;7;8;1;2017-10-01
19712;S;schwarz;adidas;380.93;1;2;3;1;2017-10-01
19712;S;schwarz;adidas;380.93;1;2;3;1;2017-10-01
19712;M;schwarz;adidas;380.93;1;2;3;3;2017-10-01
19712;M;schwarz;adidas;380.93;1;2;3;1;2017-10-01
19712;M;schwarz;adidas;380.93;1;2;3;8;2017-10-01
19712;M;schwarz;adidas;380.93;1;2;3;6;2017-10-01
19712;M;schwarz;adidas;380.93;1;2;3;3;2017-10-01
19712;L;schwarz;adidas;380.93;1;2;3;2;2017-10-01
19712;L;schwarz;adidas;380.93;1;2;3;1;2017-10-01
19718;L;weiss;Nike;253.93;1;2;3;1;2017-10-01
19721;XXL;gruen;Nike;25.33;1;7;21;1;2017-10-01
19721;L;gruen;Nike;25.33;1;7;21;1;2017-10-01
19721;M;gruen;Nike;25.33;1;7;21;1;2017-10-01
19721;XL;gruen;Nike;25.33;1;7;21;1;2017-10-01
19724;L;blau;Nike;31.68;1;7;21;9;2017-10-01
19724;M;blau;Nike;31.68;1;7;21;9;2017-10-01
19724;S;blau;Nike;31.68;1;7;21;1;2017-10-01
19724;XL;blau;Nike;31.68;1;7;21;1;2017-10-01
19727;XXL;schwarz;Uhlsport;101.53;1;7;34;1;2017-10-01
19727;L;schwarz;Uhlsport;101.53;1;7;34;1;2017-10-01
19727;M;schwarz;Uhlsport;101.53;1;7;34;1;2017-10-01
19732;M;schwarz;Nike;76.13;9;10;35;1;2017-10-01
19732;XL;schwarz;Nike;76.13;9;10;35;1;2017-10-01
19734;S;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;S;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;M;blau;Nike;114.23;1;2;6;2;2017-10-01
19734;M;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;M;blau;Nike;114.23;1;2;6;3;2017-10-01
19734;M;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;M;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;L;blau;Nike;114.23;1;2;6;1;2017-10-01
19734;XL;blau;Nike;114.23;1;2;6;1;2017-10-01
19735;L;schwarz;Jako;126.93;1;7;26;1;2017-10-01
19742;L;rot;Nike;44.38;1;7;21;1;2017-10-01
19742;M;rot;Nike;44.38;1;7;21;3;2017-10-01
19744;L;gruen;Nike;57.08;9;10;35;1;2017-10-01
19744;M;gruen;Nike;57.08;9;10;35;1;2017-10-01
19748;M;schwarz;Jako;31.68;1;7;8;1;2017-10-01
19749;M;weiss;adidas;126.93;9;18;32;1;2018-01-15
19750;M;rot;adidas;101.53;1;2;5;1;2017-10-01
19750;M;rot;adidas;101.53;1;2;5;1;2017-10-01
19750;L;rot;adidas;101.53;1;2;5;1;2017-10-01
19750;L;rot;adidas;101.53;1;2;5;1;2017-10-01
