"pid"|"old_size"|"new_size"
20147|"44"|"M"
20147|"45"|"M"
20147|"47"|"XL"
20148|"44 2/3"|"M"
20148|"45 1/3"|"L"
20149|"L"|"L"
20149|"M"|"M"
20149|"S"|"S"
20149|"XL"|"XL"
20150|"S"|"S"
20151|"XL ( 158-170 )"|"XL"
20154|"36"|"XS"
20154|"38"|"XS"
20158|"L"|"L"
20158|"M"|"M"
20159|"L"|"L"
20159|"M"|"M"
20160|"41"|"S"
20160|"42"|"M"
20162|"1 ( 34-36 )"|"XS"
20162|"2 ( 37-39 )"|"S"
20162|"3 ( 40-42 )"|"M"
20162|"4 ( 43-45 )"|"L"
20162|"5 ( 46-48 )"|"XL"
20164|"3 (35-38 )"|"M"
20164|"4 ( 39-42 )"|"L"
20166|"40"|"S"
20166|"40,5"|"S"
20166|"42"|"M"
20166|"43"|"M"
20166|"44"|"M"
20166|"45,5"|"L"
20169|"42"|"M"
20169|"43 1/3"|"M"
20170|"38"|"XS"
20172|"42"|"M"
20180|"43"|"M"
20181|"L"|"L"
20181|"M"|"M"
20181|"S"|"S"
20181|"XL"|"XL"
20183|"40"|"S"
20185|"L"|"L"
20185|"M"|"M"
20185|"S"|"S"
20186|"L"|"L"
20186|"M"|"M"
20186|"XL"|"XL"
20187|"42,5"|"M"
20187|"43"|"M"
20189|"M"|"M"
20190|"L"|"L"
20190|"M"|"M"
20190|"S"|"S"
20190|"XL"|"XL"
20196|"43"|"M"
20196|"44"|"M"
20196|"44,5"|"M"
20196|"45,5"|"L"
20197|"L"|"L"
20207|"164"|"XL"
20207|"176"|"XXL"
20211|"42"|"M"
20216|"L ( 42-46 )"|"L"
20216|"M ( 38-42 )"|"M"
20216|"S ( 34-38 )"|"S"
20216|"XL (46-50 )"|"XL"
20216|"XS ( 30-34 )"|"XS"
20219|"2XL"|"XXL"
20219|"L"|"L"
20219|"M"|"M"
20219|"S"|"S"
20220|"45"|"M"
20221|"S"|"S"
20221|"XL"|"XL"
20222|"L ( 152-158 )"|"L"
20222|"M ( 140-152 )"|"M"
20222|"XL ( 158-170 )"|"XL"
20222|"XS ( 116-128 )"|"XS"
20223|"2XL"|"XXL"
20223|"L"|"L"
20223|"M"|"M"
20223|"S"|"S"
20223|"XL"|"XL"
20226|"L"|"L"
20229|"39"|"M"
20229|"40,5"|"L"
20234|"40"|"S"
20234|"41"|"S"
20234|"44"|"M"
20234|"46"|"L"
20236|"41"|"S"
20236|"43"|"M"
20236|"45,5"|"L"
20237|"L"|"L"
20237|"M"|"M"
20237|"XL"|"XL"
20240|"7 ( L )"|"XL"
20244|"152"|"L"
20244|"164"|"XL"
20244|"176"|"XXL"
20247|"43"|"M"
20248|""|"L"
20250|"39 1/3"|"S"
20250|"40"|"S"
20250|"46"|"L"
20253|"S"|"S"
20253|"XL"|"XL"
20254|"L"|"L"
20254|"M"|"M"
20254|"S"|"S"
20258|"41"|"S"
20258|"42,5"|"M"
20258|"44"|"M"
20258|"45"|"M"
20258|"46"|"L"
20260|"S"|"S"
20262|"M"|"M"
20265|"45"|"M"
20266|"35 - 38"|"M"
20266|"39 - 42"|"M"
20266|"43 - 46"|"XL"
20266|"47 - 50"|"XL"
20268|"152"|"L"
20270|"41,5"|"S"
20270|"45"|"M"
20273|"140"|"M"
20273|"164"|"XL"
20277|"29"|"XS"
20277|"32"|"XS"
20277|"33"|"XS"
20277|"34"|"XS"
20277|"36 2/3"|"M"
20277|"37 1/3"|"M"
20277|"38"|"XS"
20280|"43 1/3"|"M"
20280|"46"|"L"
20282|"M"|"M"
20282|"XL"|"XL"
20287|"M"|"M"
20288|"2XL"|"XXL"
20288|"L"|"L"
20288|"M"|"M"
20288|"XL"|"XL"
20291|"47"|"XL"
20294|"L"|"L"
20294|"XL"|"XL"
20295|"L"|"L"
20295|"M"|"M"
20295|"XL"|"XL"
20297|"40,5"|"L"
20297|"42"|"M"
20302|"116"|"XS"
20302|"128"|"S"
20302|"164"|"XL"
20303|"2XL"|"XXL"
20303|"S"|"S"
20305|"L ( 152-158 )"|"L"
20305|"M ( 140-152 )"|"M"
20305|"XL ( 158-170 )"|"XL"
20314|"37"|"M"
20315|"M"|"M"
20320|"19 (38)"|"M"
20327|"M"|"M"
20328|"XS"|"XS"
20336|"164"|"XL"
20338|"L"|"L"
20338|"M"|"M"
20340|"4 ( 44-46 )"|"L"
20342|"XL"|"XL"
20344|"3 ( 39-42 )"|"M"
20348|"L ( 152-158 )"|"L"
20348|"XL ( 158-170 )"|"XL"
20351|"44,5"|"M"
20353|"L"|"L"
20353|"M"|"M"
20359|"L"|"L"
20359|"M"|"M"
20359|"S"|"S"
20364|"44"|"M"
20364|"45"|"M"
20365|"40 2/3"|"S"
20365|"42"|"M"
20365|"42 2/3"|"M"
20365|"43 1/3"|"M"
20365|"44"|"M"
20365|"44 2/3"|"M"
20367|"3 ( 40-42 )"|"M"
20367|"5 ( 46-48 )"|"XL"
20369|"YSM 125-135"|"S"
20370|"L"|"L"
20370|"M"|"M"
20370|"S"|"S"
20370|"XL"|"XL"
20372|"44,5"|"M"
20373|"37 1/3"|"M"
20374|"36"|"XS"
20376|"M"|"M"
20380|"XL"|"XL"
20381|"L ( 40/42 )"|"L"
20381|"M ( 38/40 )"|"M"
20384|"40"|"S"
20384|"40,5"|"S"
20386|"2XL"|"XXL"
20386|"L"|"L"
20386|"M"|"M"
20386|"XL"|"XL"
20387|"L"|"L"
20387|"XL"|"XL"
20388|"42,5"|"M"
20388|"43"|"M"
20388|"44"|"M"
20388|"44,5"|"M"
20390|"2XL"|"XXL"
20390|"L"|"L"
20390|"M"|"M"
20390|"S"|"S"
20390|"XL"|"XL"
20392|"L"|"L"
20392|"M"|"M"
20392|"S"|"S"
20394|"41 - 44"|"L"
20398|"L ( 152-158 )"|"L"
20400|"M"|"M"
20401|"M"|"M"
20401|"S"|"S"
20401|"XL"|"XL"
20405|"40"|"S"
20405|"40,5"|"S"
20405|"41"|"S"
20405|"42,5"|"M"
20405|"43"|"M"
20405|"44"|"M"
20405|"44,5"|"M"
20405|"47"|"XL"
20406|"44"|"M"
20408|"L"|"L"
20408|"XL"|"XL"
20412|"XL"|"XL"
20416|"L"|"L"
20416|"XL"|"XL"
20419|"XL ( 158-170 )"|"XL"
20422|"140"|"M"
20422|"152"|"L"
20422|"164"|"XL"
20422|"176"|"XXL"
20426|"L"|"L"
20426|"M"|"M"
20426|"XL"|"XL"
20428|"S"|"S"
20430|"42"|"M"
20435|"43 1/3"|"M"
20438|"152"|"L"
20443|"40"|"S"
20443|"40,5"|"S"
20443|"42,5"|"M"
20443|"43"|"M"
20443|"44"|"M"
20443|"44,5"|"M"
20443|"45"|"M"
20443|"45,5"|"L"
20443|"47"|"XL"
20443|"47,5"|"XXL"
20444|"37,5"|"S"
20445|"M ( 38/40 )"|"M"
20445|"S ( 34/36 )"|"S"
20448|"M"|"M"
20448|"S"|"S"
20449|"41"|"L"
20450|"2XL"|"XXL"
20450|"3XL"|"XXL"
20450|"L"|"L"
20450|"M"|"M"
20450|"S"|"S"
20450|"XL"|"XL"
20454|"140"|"M"
20454|"152"|"L"
20454|"164"|"XL"
20455|"41 1/3"|"S"
20456|"L ( 42-46 )"|"L"
20456|"M ( 38-42 )"|"M"
20456|"S ( 34-38 )"|"S"
20456|"XL (46-50 )"|"XL"
20463|"2XL"|"XXL"
20463|"L"|"L"
20463|"M"|"M"
20463|"S"|"S"
20463|"XL"|"XL"
20467|"36"|"XS"
20469|"L ( 152-158 )"|"L"
20470|"M"|"M"
20470|"S"|"S"
20470|"XL"|"XL"
20471|"39"|"M"
20471|"40,5"|"L"
20472|"152"|"L"
20474|"6"|"XL"
20474|"7"|"XL"
20475|"L ( 152-158 )"|"L"
20475|"M ( 140-152 )"|"M"
20475|"S ( 128-140 )"|"S"
20475|"XL ( 158-170 )"|"XL"
20476|"42"|"M"
20476|"42,5"|"M"
20476|"43"|"M"
20476|"44"|"M"
20476|"44,5"|"M"
20482|"L"|"L"
20482|"M"|"M"
20482|"S"|"S"
20482|"XL"|"XL"
20485|"43"|"M"
20487|"45"|"M"
20489|"L ( 42-47 )"|"L"
20490|"M"|"M"
20491|"M"|"M"
20497|"2XL"|"XXL"
20497|"L"|"L"
20497|"M"|"M"
20497|"S"|"S"
20497|"XL"|"XL"
20500|"47"|"XL"
20501|"37,5"|"S"
20501|"38"|"XS"
20501|"40"|"S"
20504|"42,5"|"M"
20505|"2XL"|"XXL"
20505|"L"|"L"
20505|"M"|"M"
20505|"S"|"S"
20505|"XL"|"XL"
20507|"42"|"M"
20507|"43"|"M"
20507|"44"|"M"
20508|"2XL"|"XXL"
20508|"L"|"L"
20508|"M"|"M"
20508|"S"|"S"
20508|"XL"|"XL"
20510|"40,5"|"L"
20512|"38"|"XS"
20512|"39"|"L"
20512|"40"|"S"
20514|"39"|"S"
20514|"42,5"|"M"
20514|"43"|"M"
20514|"44,5"|"M"
20514|"45"|"M"
20514|"45,5"|"L"
20515|"42"|"M"
20515|"42,5"|"M"
20515|"43"|"M"
20515|"44,5"|"M"
20515|"45"|"M"
20518|"39"|"S"
20518|"42,5"|"M"
20518|"43"|"M"
20518|"46"|"L"
20519|"3 ( 41-43 )"|"M"
20521|"36"|"XS"
20524|"42"|"M"
20529|"2XL"|"XXL"
20529|"M"|"M"
20529|"S"|"S"
20529|"XL"|"XL"
20532|"L ( 152-158 )"|"L"
20533|"152"|"L"
20536|"L"|"L"
20536|"M"|"M"
20536|"S"|"S"
20536|"XL"|"XL"
20539|"42,5"|"M"
20539|"45"|"M"
20540|"39 1/3"|"S"
20540|"40"|"S"
20540|"40 2/3"|"S"
20540|"42 2/3"|"M"
20540|"43 1/3"|"M"
20540|"44 2/3"|"M"
20540|"46"|"L"
20546|"44"|"M"
20547|"42,5"|"M"
20548|"L"|"L"
20548|"M"|"M"
20548|"S"|"S"
20550|"L"|"L"
20550|"M"|"M"
20550|"S"|"S"
20554|"2XL"|"XXL"
20554|"3XL"|"XXL"
20554|"L"|"L"
20555|"L ( 42-46 )"|"L"
20555|"M ( 38-42 )"|"M"
20556|"L ( 152-158 )"|"L"
20556|"M ( 140-152 )"|"M"
20557|"40"|"S"
20557|"40 2/3"|"S"
20557|"42"|"M"
20557|"42 2/3"|"M"
20557|"43 1/3"|"M"
20557|"44 2/3"|"M"
20557|"45 1/3"|"L"
20557|"46"|"L"
20557|"46 2/3"|"XL"
20563|"39"|"M"
20565|"3 ( 40-42 )"|"M"
20565|"5 ( 46-48 )"|"XL"
20567|"140/152"|"M"
20567|"164/176"|"XL"
20570|"L"|"L"
20574|"L"|"L"
20574|"M"|"M"
20576|"L"|"L"
20578|"M"|"M"
20578|"S"|"S"
20579|"2XL"|"XXL"
20579|"L"|"L"
20579|"M"|"M"
20579|"S"|"S"
20579|"XL"|"XL"
20580|"L"|"L"
20580|"M"|"M"
20580|"XL"|"XL"
20581|"39"|"S"
20581|"40"|"S"
20581|"40,5"|"S"
20581|"41"|"S"
20581|"42"|"M"
20581|"42,5"|"M"
20581|"43"|"M"
20581|"44"|"M"
20581|"44,5"|"M"
20581|"45"|"M"
20581|"45,5"|"L"
20581|"46"|"L"
20581|"47"|"XL"
20581|"47,5"|"XXL"
20582|"L ( 152-158 )"|"L"
20582|"M ( 140-152 )"|"M"
20582|"XL ( 158-170 )"|"XL"
20583|"L"|"L"
20584|"43"|"M"
20587|"37 1/3"|"M"
20590|"2XL"|"XXL"
20590|"L"|"L"
20590|"M"|"M"
20590|"XL"|"XL"
20597|"L"|"L"
20597|"M"|"M"
20598|"S"|"S"
20599|"40"|"S"
20604|"2XL"|"XXL"
20605|"L ( 152-158 )"|"L"
20605|"XL ( 158-170 )"|"XL"
20609|"L ( 42-46 )"|"L"
20609|"M ( 38-42 )"|"M"
20614|"39"|"S"
20614|"40,5"|"S"
20614|"41"|"S"
20614|"42"|"M"
20614|"42,5"|"M"
20614|"43"|"M"
20614|"44"|"M"
20614|"44,5"|"M"
20614|"45"|"M"
20614|"45,5"|"L"
20614|"46"|"L"
20614|"47"|"XL"
20614|"47,5"|"XXL"
20617|"44"|"M"
20617|"45"|"M"
20621|"M"|"M"
20622|"L"|"L"
20622|"M"|"M"
20624|"40,5"|"L"
20624|"42"|"M"
20625|"M"|"M"
20626|"36 2/3"|"XS"
20627|"L"|"L"
20627|"M"|"M"
20636|"S"|"S"
20637|"L"|"L"
20641|"41"|"S"
20641|"44"|"M"
20641|"44,5"|"M"
20643|"36"|"XS"
20645|"44"|"M"
20646|"XL ( 158-170 )"|"XL"
20648|"31,5"|"XS"
20648|"36,5"|"M"
20649|"L"|"L"
20649|"M"|"M"
20649|"S"|"S"
20649|"XL"|"XL"
20656|"2XL"|"XXL"
20657|"M"|"M"
20659|"L"|"L"
20659|"M"|"M"
20659|"XL"|"XL"
20660|"L"|"L"
20660|"M"|"M"
20660|"S"|"S"
20667|"L"|"L"
20667|"M"|"M"
20667|"S"|"S"
20670|"38"|"XS"
20670|"38 2/3"|"L"
20679|"39"|"L"
20679|"40"|"S"
20683|"2XL"|"XXL"
20683|"L"|"L"
20683|"M"|"M"
20683|"S"|"S"
20683|"XL"|"XL"
20685|"2XL"|"XXL"
20685|"L"|"L"
20685|"M"|"M"
20685|"S"|"S"
20685|"XL"|"XL"
20686|"2XL"|"XXL"
20686|"L"|"L"
20686|"M"|"M"
20686|"S"|"S"
20689|"S"|"S"
20691|"46"|"L"
20693|"164"|"XL"
20696|"42"|"M"
20696|"44"|"M"
20696|"44,5"|"M"
20697|"37,5"|"M"
20697|"38"|"XS"
20697|"38,5"|"L"
20700|"M"|"M"
20702|"S"|"S"
20704|"39"|"S"
20704|"44"|"M"
20704|"45"|"M"
20705|"39"|"S"
20705|"40"|"S"
20705|"40,5"|"S"
20705|"41"|"S"
20705|"42"|"M"
20705|"42,5"|"M"
20705|"43"|"M"
20705|"44"|"M"
20705|"44,5"|"M"
20705|"45"|"M"
20705|"45,5"|"L"
20705|"46"|"L"
20705|"47"|"XL"
20705|"47,5"|"XXL"
20706|"S ( 128-140 )"|"S"
20707|"XL"|"XL"
20709|"L ( 42-46 )"|"L"
20709|"M ( 38-42 )"|"M"
20709|"S ( 34-38 )"|"S"
20709|"XL (46-50 )"|"XL"
20713|"L ( 152-158 )"|"L"
20714|"2XL"|"XXL"
20714|"L"|"L"
20714|"M"|"M"
20714|"XL"|"XL"
20716|"4 ( 44-46 )"|"L"
20717|"L ( 40/42 )"|"L"
20717|"M ( 38/40 )"|"M"
20717|"S ( 34/36 )"|"S"
20717|"XL ( 44/46 )"|"XL"
20717|"XS ( 32/34 )"|"XS"
20719|"140"|"M"
20719|"152"|"L"
20719|"164"|"XL"
20722|"164"|"XL"
20727|"5 ( 46-48 )"|"XL"
20728|"2 ( 37-39 )"|"S"
20728|"3 ( 40-42 )"|"M"
20728|"4 ( 43-45 )"|"L"
20728|"5 ( 46-48 )"|"XL"
20730|"41"|"S"
20732|"L"|"L"
20734|"M"|"M"
20734|"S"|"S"
20735|"M ( 38/40 )"|"M"
20737|"M"|"M"
20744|"45"|"M"
20745|"L"|"L"
20748|"2XL"|"XXL"
20748|"L"|"L"
20748|"M"|"M"
20748|"S"|"S"
20748|"XL"|"XL"
20751|"L ( 40/42 )"|"L"
20753|"L"|"L"
20753|"M"|"M"
20753|"S"|"S"
20753|"XL"|"XL"
20755|"S"|"S"
20755|"XL"|"XL"
20756|"M ( 38/40 )"|"M"
20763|"S ( 34-38 )"|"S"
20763|"XS ( 30-34 )"|"XS"
20764|"34"|"XS"
20764|"35"|"S"
20764|"36"|"XS"
20764|"37 1/3"|"M"
20764|"38"|"XS"
20764|"38 2/3"|"L"
20766|"42 2/3"|"M"
20766|"44"|"M"
20766|"44 2/3"|"M"
20766|"45 1/3"|"L"
20767|"39"|"M"
20767|"40"|"S"
20767|"41"|"L"
20771|"L"|"L"
20771|"M"|"M"
20771|"XL"|"XL"
20777|"176"|"XXL"
20782|"44"|"M"
20782|"44,5"|"M"
20782|"45"|"M"
20782|"45,5"|"L"
20782|"46"|"L"
20786|"L"|"L"
20786|"M"|"M"
20794|"2 ( 35-38 )"|"S"
20794|"4 ( 43-46 )"|"L"
20795|"L"|"L"
20795|"S"|"S"
20802|"40,5"|"S"
20802|"41"|"S"
20802|"42"|"M"
20802|"42,5"|"M"
20802|"43"|"M"
20802|"44"|"M"
20802|"44,5"|"M"
20802|"45"|"M"
20802|"45,5"|"L"
20802|"46"|"L"
20802|"47"|"XL"
20803|"L"|"L"
20803|"XL"|"XL"
20807|"42 2/3"|"M"
20807|"45 1/3"|"L"
20808|"L ( 44 )"|"L"
20808|"M ( 40 )"|"M"
20810|"L"|"L"
20810|"M"|"M"
20810|"S"|"S"
20814|"152"|"L"
20815|"L"|"L"
20815|"S"|"S"
20815|"XL"|"XL"
20816|"39"|"S"
20816|"40"|"S"
20816|"40,5"|"S"
20816|"41"|"S"
20816|"42"|"M"
20816|"42,5"|"M"
20816|"43"|"M"
20816|"44"|"M"
20816|"44,5"|"M"
20816|"45"|"M"
20816|"45,5"|"L"
20816|"46"|"L"
20816|"47"|"XL"
20821|"M"|"M"
20823|"36,5"|"M"
20823|"37,5"|"M"
20823|"38"|"XS"
20823|"38,5"|"L"
20825|"M ( 38-42 )"|"M"
20827|"L ( 40/42 )"|"L"
20827|"M ( 38/40 )"|"M"
20828|"2XL"|"XXL"
20828|"L"|"L"
20828|"M"|"M"
20828|"S"|"S"
20828|"XL"|"XL"
20833|"38,5"|"L"
20839|"L"|"L"
20840|"L ( 152-158 )"|"L"
20840|"M ( 140-152 )"|"M"
20840|"XL ( 158-170 )"|"XL"
20851|"40 2/3"|"S"
20851|"41 1/3"|"S"
20851|"42"|"M"
20851|"43 1/3"|"M"
20851|"45 1/3"|"L"
20852|"2XL"|"XXL"
20852|"L"|"L"
20852|"M"|"M"
20852|"S"|"S"
20852|"XL"|"XL"
20860|"L ( 42-46 )"|"L"
20860|"M ( 38-42 )"|"M"
20860|"S ( 34-38 )"|"S"
20860|"XL (46-50 )"|"XL"
20864|"M"|"M"
20864|"S"|"S"
20864|"XL"|"XL"
20866|"2XL"|"XXL"
20866|"L"|"L"
20866|"M"|"M"
20866|"S"|"S"
20866|"XL"|"XL"
20870|"S"|"S"
20870|"XL"|"XL"
20872|"42,5"|"M"
20876|"L"|"L"
20886|"44,5"|"M"
20888|"L"|"L"
20889|"41"|"S"
20889|"42"|"M"
20889|"42,5"|"M"
20889|"43"|"M"
20889|"44"|"M"
20889|"44,5"|"M"
20889|"46"|"L"
20889|"47"|"XL"
20891|"36"|"XS"
20891|"36,5"|"M"
20891|"37,5"|"M"
20891|"38"|"XS"
20891|"38,5"|"L"
20892|"46"|"L"
20894|"42"|"M"
20895|"41"|"S"
20895|"42,5"|"M"
20895|"43"|"M"
20895|"44"|"M"
20895|"44,5"|"M"
20895|"45"|"M"
20895|"46"|"L"
20896|"40,5"|"S"
20897|"S"|"S"
20898|"3XL"|"XXL"
20898|"L"|"L"
20898|"M"|"M"
20898|"S"|"S"
20898|"XS"|"XS"
20899|"XL ( 158-170 )"|"XL"
20900|"L ( 42-46 )"|"L"
20900|"M ( 38-42 )"|"M"
20900|"S ( 34-38 )"|"S"
20902|"L"|"L"
20904|"5 ( 43-46 )"|"XL"
20905|"41"|"S"
20905|"44"|"M"
20909|"01 Junior"|"M"
20909|"02 Senior"|"L"
20912|"2XL"|"XXL"
20912|"XL"|"XL"
20914|"M"|"M"
20914|"S"|"S"
20918|"L"|"L"
20918|"M"|"M"
20918|"S"|"S"
20918|"XL"|"XL"
20919|"43"|"M"
20919|"45,5"|"L"
20920|"40"|"S"
20921|"L ( 40/42 )"|"L"
20921|"M ( 38/40 )"|"M"
20922|"43"|"M"
20925|"S"|"S"
20926|"3 ( 40-42 )"|"M"
20926|"4 ( 43-45 )"|"L"
20927|"L"|"L"
20927|"M"|"M"
20931|"S"|"S"
20931|"XL"|"XL"
20937|"39"|"S"
20937|"40"|"S"
20937|"41"|"S"
20937|"42"|"M"
20937|"42,5"|"M"
20943|"L ( 152-158 )"|"L"
20945|"39"|"L"
20945|"40"|"S"
20946|"L"|"L"
20946|"M"|"M"
20946|"S"|"S"
20946|"XL"|"XL"
20949|"XS"|"XS"
20951|"L"|"L"
20951|"M"|"M"
20952|"L ( 152-158 )"|"L"
20952|"M ( 140-152 )"|"M"
20952|"S ( 128-140 )"|"S"
20952|"XL ( 158-170 )"|"XL"
20953|"46 2/3"|"XL"
20960|"33"|"XS"
20960|"35,5"|"S"
20960|"38"|"XS"
20960|"38,5"|"L"
20962|"45"|"M"
20966|"42"|"M"
20966|"44 2/3"|"M"
20966|"47 1/3"|"XXL"
20967|"M"|"M"
20969|"10 (36-40)"|"L"
20969|"12 (41-45)"|"XL"
20970|"3XL"|"XXL"
20970|"L"|"L"
20970|"M"|"M"
20970|"S"|"S"
20970|"XL"|"XL"
20971|"45,5"|"L"
20973|"3 (35-38 )"|"M"
20973|"4 ( 39-42 )"|"L"
20973|"5 ( 43-46 )"|"XL"
20976|"43 1/3"|"M"
20976|"44"|"M"
20976|"44 2/3"|"M"
20978|"M"|"M"
20978|"S"|"S"
20979|"38,5"|"L"
20980|"2XL"|"XXL"
20981|"2 ( 37-39 )"|"S"
20981|"4 ( 43-45 )"|"L"
20982|"36,5"|"M"
20984|"42,5"|"M"
20984|"43"|"M"
20984|"45"|"M"
20984|"46"|"L"
20988|"L"|"L"
20993|"L ( 152-158 )"|"L"
20993|"S ( 128-140 )"|"S"
20993|"XL ( 158-170 )"|"XL"
20995|"S"|"S"
20998|"2XL"|"XXL"
20998|"L"|"L"
20998|"M"|"M"
20998|"S"|"S"
20998|"XL"|"XL"
21001|""|"M"
21002|"L"|"L"
21002|"M"|"M"
21006|"L"|"L"
21006|"M"|"M"
21011|"M ( 140-152 )"|"M"
21017|"40,5"|"S"
21017|"41"|"S"
21017|"42"|"M"
21017|"42,5"|"M"
21017|"43"|"M"
21017|"44"|"M"
21017|"44,5"|"M"
21017|"45"|"M"
21017|"45,5"|"L"
21017|"46"|"L"
21018|"45"|"M"
21018|"46"|"L"
21019|"M"|"M"
21020|"M"|"M"
21022|"152"|"L"
21023|"L"|"L"
21025|"L"|"L"
21025|"M"|"M"
21025|"XL"|"XL"
21028|"41 1/3"|"S"
21028|"43 1/3"|"M"
21028|"45 1/3"|"L"
21028|"46"|"L"
21029|"39"|"M"
21029|"40"|"S"
21030|"L ( 42-46 )"|"L"
21030|"M ( 38-42 )"|"M"
21030|"XL (46-50 )"|"XL"
21032|"S"|"S"
21033|"152"|"L"
21036|"XL"|"XL"
21041|"L"|"L"
21041|"M"|"M"
21041|"S"|"S"
21041|"XL"|"XL"
21042|"164"|"XL"
21044|"42"|"M"
21045|"L"|"L"
21045|"S"|"S"
21046|"M"|"M"
21048|"L"|"L"
21048|"M"|"M"
21051|"33,5"|"XS"
21051|"36"|"XS"
21051|"37,5"|"M"
21051|"38,5"|"L"
21054|"36"|"XS"
21055|"L ( 40/42 )"|"L"
21058|"L"|"L"
21058|"M"|"M"
21062|"L ( 152-158 )"|"L"
21062|"XL ( 158-170 )"|"XL"
21068|"1 ( 34-36 )"|"XS"
21068|"2 ( 37-39 )"|"S"
21068|"3 ( 40-42 )"|"M"
21068|"4 ( 43-45 )"|"L"
21068|"5 ( 46-48 )"|"XL"
21069|"176"|"XXL"
21071|"37,5"|"M"
21071|"38"|"XS"
21076|"35"|"S"
21076|"35,5"|"S"
21076|"36"|"XS"
21076|"36,5"|"M"
21076|"38"|"XS"
21078|"L"|"L"
21078|"M"|"M"
21078|"S"|"S"
21078|"XL"|"XL"
21083|"39"|"S"
21083|"40"|"S"
21083|"40,5"|"S"
21083|"41"|"S"
21083|"42"|"M"
21083|"42,5"|"M"
21083|"43"|"M"
21083|"44"|"M"
21083|"44,5"|"M"
21083|"45"|"M"
21083|"46"|"L"
21083|"47"|"XL"
21085|"L"|"L"
21085|"M"|"M"
21085|"S"|"S"
21085|"XL"|"XL"
21088|"L"|"L"
21089|"L"|"L"
21091|"L"|"L"
21093|"2XL"|"XXL"
21099|"38 2/3"|"L"
21102|"L ( 152-158 )"|"L"
21102|"M ( 140-152 )"|"M"
21102|"XL ( 158-170 )"|"XL"
21108|"164"|"XL"
21110|"39"|"S"
21110|"40"|"S"
21110|"40,5"|"S"
21110|"41"|"S"
21110|"42"|"M"
21110|"42,5"|"M"
21110|"43"|"M"
21110|"44"|"M"
21110|"44,5"|"M"
21110|"45"|"M"
21110|"45,5"|"L"
21111|"2XL"|"XXL"
21111|"L"|"L"
21111|"M"|"M"
21111|"XL"|"XL"
21114|"2XL"|"XXL"
21116|"S ( 34/36 )"|"S"
21118|"39 1/3"|"S"
21118|"46 2/3"|"XL"
21120|"L ( 42-46 )"|"L"
21120|"M ( 38-42 )"|"M"
21120|"S ( 34-38 )"|"S"
21120|"XL (46-50 )"|"XL"
21123|"164"|"XL"
21125|"164"|"XL"
21129|"L"|"L"
21129|"M"|"M"
21130|"36"|"XS"
21133|"39"|"S"
21133|"41"|"S"
21133|"42,5"|"M"
21133|"43"|"M"
21133|"44,5"|"M"
21133|"45"|"M"
21133|"47,5"|"XXL"
21137|"40,5"|"S"
21138|"L"|"L"
21138|"M"|"M"
21138|"S"|"S"
21139|"L"|"L"
21139|"M"|"M"
21139|"S"|"S"
21142|"L"|"L"
21146|"37,5"|"S"
21147|"39"|"S"
21147|"42"|"M"
21147|"42,5"|"M"
21147|"43"|"M"
21147|"44"|"M"
21147|"44,5"|"M"
21147|"45"|"M"
21147|"45,5"|"L"
21147|"46"|"L"
21147|"47"|"XL"
21151|"L"|"L"
21151|"M"|"M"
21151|"S"|"S"
21153|"L"|"L"
21153|"M"|"M"
21153|"XL"|"XL"
21155|"164"|"XL"
21156|"42"|"M"
21156|"45"|"M"
21157|"M"|"M"
21160|"116"|"XS"
21160|"128"|"S"
21160|"152"|"L"
21160|"164"|"XL"
21162|"42"|"M"
21170|"L"|"L"
21170|"M"|"M"
21170|"XL"|"XL"
21173|"L"|"L"
21173|"S"|"S"
21176|"L"|"L"
21177|"L ( 40/42 )"|"L"
21177|"M ( 38/40 )"|"M"
21180|"M"|"M"
21182|"L"|"L"
21194|"39 1/3"|"S"
21194|"40"|"S"
21194|"40 2/3"|"S"
21194|"41 1/3"|"S"
21194|"42"|"M"
21194|"42 2/3"|"M"
21194|"43 1/3"|"M"
21194|"44"|"M"
21194|"44 2/3"|"M"
21194|"45 1/3"|"L"
21194|"46"|"L"
21194|"47 1/3"|"XXL"
21196|"42"|"M"
21206|"2XL"|"XXL"
21206|"L"|"L"
21209|"L"|"L"
21209|"M"|"M"
21210|"39"|"M"
21214|"152"|"L"
21215|"S"|"S"
21216|"42,5"|"M"
21216|"44"|"M"
21217|"L"|"L"
21217|"XL"|"XL"
21218|"2XL"|"XXL"
21218|"L"|"L"
21218|"M"|"M"
21218|"S"|"S"
21218|"XL"|"XL"
21219|"36,5"|"M"
21220|"42"|"M"
21220|"44,5"|"M"
21220|"45"|"M"
21224|"40"|"S"
21224|"40,5"|"S"
21224|"41"|"S"
21224|"42"|"M"
21224|"42,5"|"M"
21224|"43"|"M"
21224|"44"|"M"
21224|"44,5"|"M"
21224|"45"|"M"
21224|"45,5"|"L"
21224|"46"|"L"
21224|"47"|"XL"
21224|"47,5"|"XXL"
21225|"2 ( 37-39 )"|"S"
21226|"47/49"|"XL"
21227|"2XL"|"XXL"
21227|"L"|"L"
21227|"M"|"M"
21227|"S"|"S"
21227|"XL"|"XL"
21230|"S"|"S"
21234|"39"|"S"
21234|"40"|"S"
21234|"41"|"S"
21234|"42"|"M"
21234|"44"|"M"
21234|"46"|"L"
21238|"40,5"|"S"
21238|"41"|"S"
21238|"42"|"M"
